vname,lname
a177307,(시간사용) (시간제 근로자)  문16. 전일제(주당 40시간 이상)로 변경 희망 여부
a177308,(시간사용) (시간제 근로자)  문17. 전일제(주당 40시간 이상)로 변경 가능 여부
a177401,(시간사용) (미취업자) 문18. 취업 의사 여부
a177402,(시간사용) (미취업자) 문19. 희망 주당 평균 근무일수
a177403,(시간사용) (미취업자) 문19. 희망 하루 평균 근로시각 출근 시
a177404,(시간사용) (미취업자) 문19. 희망 하루 평균 근로시각 출근 분
a177405,(시간사용) (미취업자) 문19. 희망 하루 평균 근로시각 퇴근 시
a177406,(시간사용) (미취업자) 문19. 희망 하루 평균 근로시각 퇴근 분
a177407,(시간사용) (미취업자) 문20. 희망 월평균 소득(만원)
a177408,(시간사용) (미취업자) 문21. 시간제 일자리가 필요 여부
a177409,(시간사용) (미취업자)  문21-1. 시간제 취업 의향
a177501,(시간사용) (모든 응답자) 문22. 일상생활- 어제 월
a177502,(시간사용) (모든 응답자) 문22. 일상생활- 어제 일
a177503,(시간사용) (모든 응답자) 문22. 일상생활- 어제 요일
a177504,(시간사용) (모든 응답자) 문22. 일상생활- 0시 00분 - 0시 30분
a177505,(시간사용) (모든 응답자) 문22. 일상생활- 0시 30분 - 1시 00분
a177506,(시간사용) (모든 응답자) 문22. 일상생활- 1시 00분 - 1시 30분
a177507,(시간사용) (모든 응답자) 문22. 일상생활- 1시 30분 - 2시 00분
a177508,(시간사용) (모든 응답자) 문22. 일상생활- 2시 00분 - 2시 30분
a177509,(시간사용) (모든 응답자) 문22. 일상생활- 2시 30분 - 3시 00분
a177510,(시간사용) (모든 응답자) 문22. 일상생활- 3시 00분 - 3시 30분
a177511,(시간사용) (모든 응답자) 문22. 일상생활- 3시 30분 - 4시 00분
a177512,(시간사용) (모든 응답자) 문22. 일상생활- 4시 00분 - 4시 30분
a177513,(시간사용) (모든 응답자) 문22. 일상생활- 4시 30분 - 5시 00분
a177514,(시간사용) (모든 응답자) 문22. 일상생활- 5시 00분 - 5시 30분
a177515,(시간사용) (모든 응답자) 문22. 일상생활- 5시 30분 - 6시 00분
a177516,(시간사용) (모든 응답자) 문22. 일상생활- 6시 00분 - 6시 30분
a177517,(시간사용) (모든 응답자) 문22. 일상생활- 6시 30분 - 7시 00분
a177518,(시간사용) (모든 응답자) 문22. 일상생활- 7시 00분 - 7시 30분
a177519,(시간사용) (모든 응답자) 문22. 일상생활- 7시 30분 - 8시 00분
a177520,(시간사용) (모든 응답자) 문22. 일상생활- 8시 00분 - 8시 30분
a177521,(시간사용) (모든 응답자) 문22. 일상생활- 8시 30분 - 9시 00분
a177522,(시간사용) (모든 응답자) 문22. 일상생활- 9시 00분 - 9시 30분
a177523,(시간사용) (모든 응답자) 문22. 일상생활- 9시 30분 - 10시 00분
a177524,(시간사용) (모든 응답자) 문22. 일상생활- 10시 00분 - 10시 30분
a177525,(시간사용) (모든 응답자) 문22. 일상생활- 10시 30분 - 11시 00분
a177526,(시간사용) (모든 응답자) 문22. 일상생활- 11시 00분 - 11시 30분
a177527,(시간사용) (모든 응답자) 문22. 일상생활- 11시 30분 - 12시 00분
a177528,(시간사용) (모든 응답자) 문22. 일상생활- 12시 00분 - 12시 30분
a177529,(시간사용) (모든 응답자) 문22. 일상생활- 12시 30분 - 13시 00분
a177530,(시간사용) (모든 응답자) 문22. 일상생활- 13시 00분 - 13시 30분
a177531,(시간사용) (모든 응답자) 문22. 일상생활- 13시 30분 - 14시 00분
a177532,(시간사용) (모든 응답자) 문22. 일상생활- 14시 00분 - 14시 30분
a177533,(시간사용) (모든 응답자) 문22. 일상생활- 14시 30분 - 15시 00분
a177534,(시간사용) (모든 응답자) 문22. 일상생활- 15시 00분 - 15시 30분
a177535,(시간사용) (모든 응답자) 문22. 일상생활- 15시 30분 - 16시 00분
a177536,(시간사용) (모든 응답자) 문22. 일상생활- 16시 00분 - 16시 30분
a177537,(시간사용) (모든 응답자) 문22. 일상생활- 16시 30분 - 17시 00분
a177538,(시간사용) (모든 응답자) 문22. 일상생활- 17시 00분 - 17시 30분
a177539,(시간사용) (모든 응답자) 문22. 일상생활- 17시 30분 - 18시 00분
a177540,(시간사용) (모든 응답자) 문22. 일상생활- 18시 00분 - 18시 30분
a177541,(시간사용) (모든 응답자) 문22. 일상생활- 18시 30분 - 19시 00분
a177542,(시간사용) (모든 응답자) 문22. 일상생활- 19시 00분 - 19시 30분
a177543,(시간사용) (모든 응답자) 문22. 일상생활- 19시 30분 - 20시 00분
a177544,(시간사용) (모든 응답자) 문22. 일상생활- 20시 00분 - 20시 30분
a177545,(시간사용) (모든 응답자) 문22. 일상생활- 20시 30분 - 21시 00분
a177546,(시간사용) (모든 응답자) 문22. 일상생활- 21시 00분 - 21시 30분
a177547,(시간사용) (모든 응답자) 문22. 일상생활- 21시 30분 - 22시 00분
a177548,(시간사용) (모든 응답자) 문22. 일상생활- 22시 00분 - 22시 30분
a177549,(시간사용) (모든 응답자) 문22. 일상생활- 22시 30분 - 23시 00분
a177550,(시간사용) (모든 응답자) 문22. 일상생활- 23시 00분 - 23시 30분
a177551,(시간사용) (모든 응답자) 문22. 일상생활- 23시 30분 - 24시 00분
a177552,(시간사용) (모든 응답자) 문22-1. 근무일 휴무일 여부
a177553,(시간사용) (모든 응답자) 문22-2. 일상적인 날 여부
a177554,(시간사용) (모든 응답자) 문23. 휴(무)일 요일
a177555,(시간사용) (모든 응답자) 문24. TV 시청-시간
a177556,(시간사용) (모든 응답자) 문24. TV 시청-분
a177557,(시간사용) (모든 응답자) 문25.인터넷(컴퓨터 및 스마트폰 모두 포함)-시간
a177558,(시간사용) (모든 응답자) 문25.인터넷(컴퓨터 및 스마트폰 모두 포함)-분
a177559,"(시간사용) (모든 응답자) 문26. 직장, 학교, 학원 등에 통근/통학 수단"
a177560,(시간사용) (모든 응답자) 문27.활동내용1
a177561,(시간사용) (모든 응답자) 문27.활동내용2
a177562,(시간사용) (모든 응답자) 문27.활동내용3
a177563,(시간사용) (모든 응답자) 문27.활동내용4
a177564,(시간사용) (모든 응답자) 문27.활동내용5
a177565,(시간사용) (모든 응답자) 문27.활동내용6
a177566,(시간사용) (모든 응답자) 문27.활동내용7
a177569,(시간사용) (모든 응답자) 문27-1.(1) 여행/관광/나들이- 활동횟수
a177570,(시간사용) (모든 응답자) 문27-2.(1) 여행/관광/나들이-이유/목적
a177572,(시간사용) (모든 응답자) 문27-3. (1) 여행/관광/나들이-누구와 함께1
a177573,(시간사용) (모든 응답자) 문27-3. (1) 여행/관광/나들이-누구와 함께2
a177574,(시간사용) (모든 응답자) 문27-3. (1) 여행/관광/나들이-누구와 함께3
a177575,(시간사용) (모든 응답자) 문27-3. (1) 여행/관광/나들이-누구와 함께4
a177576,(시간사용) (모든 응답자) 문27-3. (1) 여행/관광/나들이-누구와 함께5
a177577,(시간사용) (모든 응답자) 문27-3. (1) 여행/관광/나들이-누구와 함께6
a177582,(시간사용) (모든 응답자) 문27-1. (2) 본인이 직접 한 운동/스포츠-활동횟수
a177583,(시간사용) (모든 응답자) 문27-2. (2) 본인이 직접 한 운동/스포츠-이유/목적
a177585,(시간사용) (모든 응답자) 문27-3. (2) 본인이 직접 한 운동/스포츠-누구와 함께1
a177586,(시간사용) (모든 응답자) 문27-3. (2) 본인이 직접 한 운동/스포츠-누구와 함께2
a177587,(시간사용) (모든 응답자) 문27-3. (2) 본인이 직접 한 운동/스포츠-누구와 함께3
a177588,(시간사용) (모든 응답자) 문27-3. (2) 본인이 직접 한 운동/스포츠-누구와 함께4
a177595,"(시간사용) (모든 응답자) 문27-1. (3) 관람(스포츠, 영화, 공연, 전시회 등)-활동 횟"
a177596,"(시간사용) (모든 응답자) 문27-2. (3) 관람(스포츠, 영화, 공연, 전시회 등)-이유/목"
a177598,"(시간사용) (모든 응답자) 문27-3.(3) 관람(스포츠, 영화, 공연, 전시회 등)-누구와 %XC7"
a177599,"(시간사용) (모든 응답자) 문27-3.(3) 관람(스포츠, 영화, 공연, 전시회 등)-누구와 %XC7"
a177600,"(시간사용) (모든 응답자) 문27-3.(3) 관람(스포츠, 영화, 공연, 전시회 등)-누구와 %XC7"
a177601,"(시간사용) (모든 응답자) 문27-3.(3) 관람(스포츠, 영화, 공연, 전시회 등)-누구와 %XC7"
a177608,(시간사용) (모든 응답자) 문27-1. (4) 종교활동-횟수
a177609,(시간사용) (모든 응답자) 문27-2. (4) 종교활동-이유/목적
a177611,(시간사용) (모든 응답자) 문27-3. (4) 종교활동-누구와 함께1
a177612,(시간사용) (모든 응답자) 문27-3. (4) 종교활동-누구와 함께2
a177613,(시간사용) (모든 응답자) 문27-3. (4) 종교활동-누구와 함께3
a177614,(시간사용) (모든 응답자) 문27-3. (4) 종교활동-누구와 함께4
a177615,(시간사용) (모든 응답자) 문27-3. (4) 종교활동-누구와 함께5
a177621,(시간사용) (모든 응답자) 문27-1. (5) 봉사 및 시민단체 활동-횟수
a177622,(시간사용) (모든 응답자) 문27-2 (5) 봉사 및 시민단체 활동-이유/목적
a177624,(시간사용) (모든 응답자) 문27-3. (5) 봉사 및 시민단체 활동-누구와 함께1
a177625,(시간사용) (모든 응답자) 문27-3. (5) 봉사 및 시민단체 활동-누구와 함께2
a177626,(시간사용) (모든 응답자) 문27-3. (5) 봉사 및 시민단체 활동-누구와 함께3
a177634,(시간사용) (모든 응답자) 문27-1.(6) 가족·친지 만남이나 모임-횟수
a177635,(시간사용) (모든 응답자) 문27-2. (6) 가족·친지 만남이나 모임-이유/목적
a177637,(시간사용) (모든 응답자) 문27-3. (6) 가족·친지 만남이나 모임-누구와 함께1
a177638,(시간사용) (모든 응답자) 문27-3. (6) 가족·친지 만남이나 모임-누구와 함께2
a177639,(시간사용) (모든 응답자) 문27-3. (6) 가족·친지 만남이나 모임-누구와 함께3
a177640,(시간사용) (모든 응답자) 문27-3. (6) 가족·친지 만남이나 모임-누구와 함께4
a177641,(시간사용) (모든 응답자) 문27-3. (6) 가족·친지 만남이나 모임-누구와 함께5
a177647,(시간사용) (모든 응답자) 문27-1. (7) 그 외 사교 모임 활동-횟수
a177648,(시간사용) (모든 응답자) 문27-2. (7) 그 외 사교 모임 활동-이유/목적
a177650,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께1
a177651,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께2
a177652,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께3
a177653,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께4
a177654,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께5
a177655,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께6
a177656,(시간사용) (모든 응답자) 문27-3. (7) 그 외 사교 모임 활동-누구와 함께7
a177660,(시간사용) (모든 응답자) 문27-1. (8) 기타-횟수
a177661,(시간사용) (모든 응답자) 문27-2. (8) 기타-이유/목적
a177663,(시간사용) (모든 응답자) 문27-3.(8) 기타-누구와 함께1
a177664,(시간사용) (모든 응답자) 문27-3.(8) 기타-누구와 함께2
a177665,(시간사용) (모든 응답자) 문27-3.(8) 기타-누구와 함께3
a177666,(시간사용) (모든 응답자) 문27-3.(8) 기타-누구와 함께4
a177673,(시간사용) (모든 응답자) 문28. 가족과 저녁식사 횟수(일주일)
a177674,(시간사용) (모든 응답자) 문29. 집안일  정도
a177675,(시간사용) (모든 응답자) 문30. (성역할)(1) 남자는 직장을 가지고 여자는 가정을 돌
a177676,(시간사용) (모든 응답자) 문30. (성역할)(2) 주부도 직장을 다녀야 부부관계가 평등%XC7
a177677,(시간사용) (모든 응답자) 문30. (성역할)(3) 취학 전 자녀를 둔 주부가 일을 하면 자
a177678,(시간사용) (모든 응답자) 문30. (성역할)(4) 맞벌이 부부는 집안일도 공평히 분담해%XBE
a177679,(시간사용) (모든 응답자) 문30. (성역할)(5) 부부라도 수입은 각자 관리해야 한다
a177680,(시간사용) (모든 응답자) 문30. (성역할)(6) 같이 사는 주택은 부부공동명의로 해야 
a177681,(시간사용) (모든 응답자) 문31. (시간사용 수준) (1) 일 또는 소득활동을 위한 시간
a177682,(시간사용) (모든 응답자) 문31. (시간사용 수준) (2) 배우자 또는 자녀와 보내는 시_
a177683,(시간사용) (모든 응답자) 문31. (시간사용 수준) (3) 따로 사는 가족과의 연락 혹은
a177684,(시간사용) (모든 응답자) 문31. (시간사용 수준) (4) 가족 이외 사람들과의 연락 혹_
a177685,(시간사용) (모든 응답자) 문31. (시간사용 수준) (5) 개인적 관심/취미를 위한 시간
a177686,(시간사용) (모든 응답자) 문31. (시간사용 수준) (6) 봉사 또는 사회·정치 활동 참_
a177701,(시간사용) (취업자) 문32. (일중독) (1) 업무와 관련한 스트레스를 아주 많이 받는다
a177702,(시간사용) (취업자) 문32. (일중독) (2) 업무를 안하고 있을 때는 죄책감을 느낀다
a177703,(시간사용) (취업자) 문32. (일중독) (3) 업무를 안하고 있을 때는 조바심이 난다
a177704,(시간사용) (취업자) 문32. (일중독) (4) 업무를 안하면 지루하고 안절부절한 느낌이
a177705,(시간사용) (취업자) 문32. (일중독) (5) 업무에 대한 생각이 가득차서 집에서도 편하
a177706,(시간사용) (취업자) 문32. (일중독) (6) 일 때문에 항상 너무 피곤해서 일 이외에 다
a177707,(시간사용) (취업자) 문32. (일중독) (7) 항상 일에 대한 생각만 한다
a177708,(시간사용) (취업자) 문32. (일중독) (8) 나는 주당 60시간 이상이라도 장시간 근무를
a177709,(시간사용) (취업자) 문32. (일중독) (9) 내 업무는 내 스스로 통제하고 싶다
a177710,"(시간사용) (취업자) 문32. (일중독) (10) 나는 다른 사람의 업무를 관리, 감독하고 _"
a177711,(시간사용) (취업자) 문32. (일중독) (11) 나는 저녁이나 주말에 근무하는 것을 즐기_
a177712,(시간사용) (취업자) 문32. (일중독) (12) 일 때문에 잠을 잘 못자는 불면증이 자주 _
a177713,(시간사용) (취업자) 문32. (일중독) (13) 나 자신이 일에 중독된 느낌이다
a177714,(시간사용) (취업자) 문32. (일중독) (14) 업무에 대한 생각 때문에 다른 활동을 해도
a177715,(시간사용) (취업자) 문32. (일중독) (15) 나는 나 자신이 매우 공격적인 사람이라고
a177716,(시간사용) (취업자) 문32. (일중독) (16) 종종 다른 사람에게 짜증을 낸다
a177717,(시간사용) (취업자) 문32. (일중독) (17) 사람들은 내가 조급하고 언제나 서두르는 _
a177718,(시간사용) (취업자) 문32. (일중독) (18) 나는 때때로 업무목표나 업무성과에 집착한
a177719,(시간사용) (취업자) 문32. (일중독) (19) 일이 끝나기 전에 일이 잘 되었는지 자주 _
a177720,(시간사용) (취업자) 문32. (일중독) (20) 다른 사람에게 내가 한일을 점검해 달라고
a177721,(시간사용) (취업자) 문32. (일중독) (21) 나는 내 일에 대하여 자주 초조하고 불안해
a177722,(시간사용) (취업자) 문32. (일중독) (22) 일이 완벽해야 하기 때문에 끝내는데 시간_
a177723,(시간사용) (취업자) 문32. (일중독) (23) 나는 가족이나 친구와의 관계에서 갈등이 _
a177724,(시간사용) (취업자) 문32. (일중독) (24) 일 때문에 개인적인 생활이 종종 방해를 받
a177725,(시간사용) (취업자) 문32. (일중독) (25) 직장 일 때문에 개인적으로 해야 할 일을 _
a177726,(시간사용) (취업자) 문32. (일중독) (26) 직장 일 때문에 중요한 개인적인 일을 할 _
a177727,(시간사용) (취업자) 문32. (일중독) (27) 내 스스로 휴가 일정을 짜는 것이 어렵다
a177728,(시간사용) (취업자) 문32. (일중독) (28) 친구관계를 유지하는 것이 힘들다
a177729,(시간사용) (취업자) 문32. (일중독) (29) 부부관계나 친밀한 이성관계를 유지하는 것
version,21차년도 release 자료
