vname,lname
a030411,(청년)취업시작시기(년)
a030412,(청년)취업시작시기(월)
a030413,(청년)취업시작시기(일)
a030414,(청년)취업경로
a030421,(청년)현재 취업여부
a030422,(청년)사업내용-구분류
a030423,(청년)사업내용-신분류
a030424,(청년)주로하는일-구분류
a030425,(청년)주로하는일-신분류
a030426,(청년)직책/직위
a030427,(청년)취업당시 종사상 지위
a030428,(청년)취업당시 근무형태
a030429,(청년)직장 형태
a030430,(청년)종업원수
a030431,(청년)종업원수
a030441,(청년)혜택여부 - 1.의료보험
a030442,(청년)혜택여부 - 2.국민연금
a030443,(청년)혜택여부 - 3.고용보험
a030444,(청년)혜택여부 - 4.산재보험
a030445,(청년)혜택여부 - 5.퇴직금
a030451,(청년)취업할 당시 월평균 소득
a030452,(청년)그만둘 당시 월평균 소득
a030453,(청년)취업할 당시 주당평균 근무시간
a030454,(청년)그만둘 당시 주당평균 근무시간
a030461,(청년)첫일자리 그만둘 당시 주로하던
a030462,(청년)그만둘당시주로하던일-구분류
a030463,(청년)그만둘당시주로하던일-신분류
a030464,(청년)첫일자리 그만둘 당시 직책/직?
a030465,(청년)그만둘 당시 직책/직위
a030466,(청년)승진여부
a030471,(청년)퇴직이유
a030472,(청년)구체적 퇴직사유
a030473,(청년)퇴직시기(년)
a030474,(청년)퇴직시기(월)
a030475,(청년)퇴직시기(일)
a030481,(청년)교육수준 대비 현재일
a030482,(청년)기술/기증수준 대비 현재일
a030483,(청년)전공 대비 현재일
a030491,(청년)첫일자리 퇴직후 새로운 일자리
a030492,(청년)첫일자리 퇴직후 새로운 일자리
a030493,(청년)향후 취업계획
a030494,(청년)두번째 직장 취업지속여부
version,21차년도 release 자료
