vname,lname
a083764,(노사관계)공식적제안제도-필요성
a083771,(노사관계)제안빈도
a083772,(노사관계)관리자여부
a083773,(노사관계)하급자수(명)
a083781,(노사관계)영향력-1.나의작업내용이나방법
a083782,(노사관계)영향력-2.나의작업일정
a083783,(노사관계)영향력-3.팀의작업목표
a083784,(노사관계)영향력-4.팀에서어떤훈련이필요한가
a083785,(노사관계)영향력-5.함께일할신입사원의채용
a083786,(노사관계)영향력-6.나의임금인상
a083787,(노사관계)영향력-7.나의복리후생
a083788,(노사관계)영향력-8.사업장내의산업안전기준설정이나관리
a083791,(노사관계)영향력필요성-1.나의작업내용이나방법
a083792,(노사관계)영향력필요성-2.나의작업일정
a083793,(노사관계)영향력필요성-3.팀의작업목표
a083794,(노사관계)영향력필요성-4.팀에서어떤훈련이필요한가
a083795,(노사관계)영향력필요성-5.함께일할신입사원의채용
a083796,(노사관계)영향력필요성-6.나의임금인상
a083797,(노사관계)영향력필요성-7.나의복리후생
a083798,(노사관계)영향력필요성-8.사업장내의산업안전기준설정이나관리
a083801,(노사관계)불만경험여부-1.임금
a083802,(노사관계)불만경험여부-2.근로시간
a083803,(노사관계)불만경험여부-3.노동강도
a083804,(노사관계)불만경험여부-4.승진
a083805,(노사관계)불만경험여부-5.인사고과
a083806,"(노사관계)불만경험여부-6.배치,전근"
a083807,(노사관계)불만경험여부-7.동료또는상급자와의인간관계
a083808,(노사관계)불만경험여부-8.작업환경
a083809,(노사관계)불만경험여부-9.업무의배분
a083810,(노사관계)불만경험여부-10.산업안전
a083811,(노사관계)불만경험여부-11.고용계약의연장
a083821,(노사관계)불만상의한사람-1.임금
a083822,(노사관계)불만상의한사람-2.근로시간
a083823,(노사관계)불만상의한사람-3.노동강도
a083824,(노사관계)불만상의한사람-4.승진
a083825,(노사관계)불만상의한사람-5.인사고과
a083826,"(노사관계)불만상의한사람-6.배치,전근"
a083827,(노사관계)불만상의한사람-7.동료또는상급자와의인간관계
a083828,(노사관계)불만상의한사람-8.작업환경
a083829,(노사관계)불만상의한사람-9.업무의배분
a083830,(노사관계)불만상의한사람-10.산업안전
a083831,(노사관계)불만상의한사람-11.고용계약의연장
a083841,(노사관계)경영자와종업원간신뢰관계
a083842,(노사관계)경영자신뢰도
a083901,(노사관계)노동조합의근로조건영향력-1.우리나라노동조합은고용주의부당한대우로부터_
a083902,(노사관계)노동조합의근로조건영향력-2.우리나라노동조합은근로자를해고의위험으로부_
a083903,(노사관계)노동조합의근로조건영향력-3.우리나라노동조합은근로자들의임금을인상시킨_
a083911,"(노사관계)노동조합의일반적인영향력-1.우리나라노동조합은대통령,국회의원등각종선거"
a083912,(노사관계)노동조합의일반적인영향력-2.우리나라노동조합은법률의제정또는개정에상당_
a083913,(노사관계)노동조합의일반적인영향력-3.우리나라노동조합은고용주보다힘이세다
a083914,(노사관계)노동조합의일반적인영향력-4.우리나라노동조합은국정운영방식에커다란영향_
a083915,(노사관계)노동조합의일반적인영향력-5.우리나라노동조합지도부는조합원들의의사결정_
a083921,(노사관계)노동조합의사회경제적역할-1.우리나라노동조합은경제성장에기여한다
a083922,(노사관계)노동조합의사회경제적역할-2.우리나라노동조합은분배구조개선에기여한다
a083923,(노사관계)노동조합의사회경제적역할-3.우리나라노동조합은정치적민주화에기여한다
a083931,(노사관계)노동조합에대한부정적견해에의동의여부-1.우리나라노동조합들은근로자들의_
a083932,(노사관계)노동조합에대한부정적견해에의동의여부-2.우리나라노동조합들은경제성장을_
a083933,(노사관계)노동조합에대한부정적견해에의동의여부-3.우리나라노동조합들은기업의성장_
a083934,(노사관계)노동조합에대한부정적견해에의동의여부-4.우리나라에서는노동조합이없는기_
a083935,(노사관계)노동조합에대한부정적견해에의동의여부-5.우리나라는노동조합때문에근로자_
a083936,(노사관계)노동조합에대한부정적견해에의동의여부-6.우리나라노동조합은편한작업방식_
a083937,(노사관계)노동조합에대한부정적견해에의동의여부-7.우리나라에서노동조합이일으키는_
a083938,(노사관계)노동조합에대한부정적견해에의동의여부-8.우리나라노동조합은너무투쟁적이_
a083939,(노사관계)노동조합에대한부정적견해에의동의여부-9.우리나라노동조합들은조합원들의_
a083940,(노사관계)노동조합에대한부정적견해에의동의여부-10.우리나라노동조합들은비노조원의
a083941,(노사관계)노동조합에대한부정적견해에의동의여부-11.노동조합이최근의비정규직증가에
a083942,(노사관계)노동조합에대한부정적견해에의동의여부-12.대기업노동조합이중소기업근로자
a083943,(노사관계)노동조합에대한부정적견해에의동의여부-13.우리나라회사들은근로자의노조활
a083944,(노사관계)노동조합에대한부정적견해에의동의여부-14.우리나라회사들은노동조합조합원
a083945,(노사관계)노동조합에대한부정적견해에의동의여부-15.우리나라에서근로자들이노동조합
a083946,(노사관계)노동조합에대한부정적견해에의동의여부-16.우리나라의노동법은근로자들의노
a083951,(노사관계)정치적경제적가치관-1.고용주는근로자들의처우개선을위해항상노력하고있다
a083952,(노사관계)정치적경제적가치관-2.고용주는자신의이익을위해근로자들을희생시키고있다
a083953,(노사관계)정치적경제적가치관-3.부자든가난한사람이든법앞에평등하다
a083954,(노사관계)정치적경제적가치관-4.경제성장의성과가근로자들에게공정하게분배되고있다
a083955,(노사관계)정치적경제적가치관-5.정부는부자로부터가난한사람들에게부를재분배하고있_
a083961,(노사관계)사회적가치관-1.젊은사람들은전통적가치를존중해야한다
a083962,(노사관계)사회적가치관-2.인터넷검열은도덕기준을유지하기위해필요하다
a083963,(노사관계)사회적가치관-3.악법도법이므로지켜야한다
a083964,(노사관계)사회적가치관-4.학교는아이들이권위를존중하도록가르쳐야한다
version,21차년도 release 자료
