vname,lname
a116223,(교육)문7-5. 최종 고등학교 위치(시/도)
a116224,(교육)문7-5. 최종 고등학교 위치(시/군/구)
a116225,(교육)문7-5. 최종 고등학교 위치(국가명)
a116226,(교육)문7-5. 최종 고등학교 형태
a116227,(교육)문7-6. 최종 고등학교 남녀공학
a116231,(교육)문7-5. 최초 고등학교 이름
a116232,(교육)문7-5. 최초 고등학교 위치(국내/국외)
a116233,(교육)문7-5. 최초 고등학교 위치(시/도)
a116234,(교육)문7-5. 최초 고등학교 위치(시/군/구)
a116235,(교육)문7-5. 최초 고등학교 위치(국가명)
a116236,(교육)문7-5. 최초 고등학교 형태
a116237,(교육)문7-6. 최초 고등학교 남녀공학
a116241,(교육)문7-7. 졸업한 학교 인문계/ 실업계 여부
a116242,(교육)문7-7-1. 실업계 고등학교 선택 이유
a116251,(교육)문7-8. 고등학교 생활 만족도
a116252,(교육)문7-9. 고등학교 학교/학급 간부 여부
a116253,(교육)문7-12. 고등학교 가장 잘 했던 과목
a116254,(교육)문7-13. 고등학교 가장 못했던 과목
a116255,(교육)문7-14. 고등학교 자율 학습 여부
a116256,(교육)문7-15. 자율학습에 참여 여부
a116257,(교육)문8. 고2 때 수면시간
a114302,(교육)문9. 고2 때 사교육 경험
a114303,(교육)문9-1. 받은 사교육 개수
a114311,(교육)문9-1. 사교육 이용 종류 - 1
a114310,(교육)문9-1. 사교육 이용한 기간 - 1
a114312,(교육)문9-1. 사교육 이용 종류 - 2
a114320,(교육)문9-1. 사교육 이용한 기간 - 2
a114313,(교육)문9-1. 사교육 이용 종류 - 3
a114330,(교육)문9-1. 사교육 이용한 기간 - 3
a114314,(교육)문9-1. 사교육 이용 종류 - 4
a114340,(교육)문9-1. 사교육 이용한 기간 - 4
a114315,(교육)문9-1. 사교육 이용 종류 - 5
a114350,(교육)문9-1. 사교육 이용한 기간 - 5
a114344,(교육)문10. 고2 때 혼자서 공부한 시간
a116261,(교육)문11. 고2 때 전반적인 학교 성적
a116262,(교육)문11-1. 고2 때 국어 성적
a116263,(교육)문11-1. 고2 때 영어 성적
a116264,(교육)문11-1. 고2 때 수학 성적
a116271,(교육)문12. 고등학교 중퇴한 이유
a116272,(교육)문12-1. 중퇴한 고등학교의 입학한 시기 _ 년
a116273,(교육)문12-1. 중퇴한 고등학교의 중퇴한 시기 _ 년
a116274,(교육)문12-2. 중퇴한 고등학교 총 개수
a116281,(교육)문12-3. 중퇴한 최종 고등학교 이름
a116282,(교육)문12-3. 중퇴한 최종 고등학교 위치(국내/국외)
a116283,(교육)문12-3. 중퇴한 최종 고등학교 위치(시/도)
a116284,(교육)문12-3. 중퇴한 최종 고등학교 위치(시/군/구)
a116285,(교육)문12-3. 중퇴한 최종 고등학교 위치(국가명)
a116286,(교육)문12-3. 중퇴한 최종 고등학교 형태
a116287,(교육)문12-4. 중퇴한 최종 고등학교 남녀공학
a116291,(교육)문12-3. 최초 고등학교 이름
a116292,(교육)문12-3. 최초 고등학교 위치(국내/국외)
a116293,(교육)문12-3. 최초 고등학교 위치(시/도)
a116294,(교육)문12-3. 최초 고등학교 위치(시/군/구)
a116295,(교육)문12-3. 최초 고등학교 위치(국가명)
a116296,(교육)문12-3. 최초 고등학교 형태
a116297,(교육)문12-4. 최초 고등학교 남녀공학
a116298,(교육)문12-5. 중퇴한 고등학교 검정고시 여부
a116301,(교육)문13. 평일 하루 평균 개인 학습 시간
a116302,(교육)문13. 평일 하루 평균 수면 시간
a116303,(교육)문13. 휴일 하루 평균 개인 학습 시간
a116304,(교육)문14. 평일 하루 평균 컴퓨터 사용시간(학습+학습외)
a116305,(교육)문14. 평일 하루 평균 컴퓨터 사용시간(학습)
a116306,(교육)문14. 휴일 하루 평균 컴퓨터 사용시간(학습+학습외)
a116307,(교육)문14. 휴일 하루 평균 컴퓨터 사용시간(학습)
a116310,(교육)문15. 지난 3개월 동안 사교육 경험
a116311,"(교육)문16-1. 사교육 경험 _ (1) 국어, 언어, 논술"
a116312,"(교육)문16-1. 일주일 사교육 시간 _ (1) 국어, 언어, 논술"
a116313,"(교육)문16-1. 가장 오래 한 사교육 종류 _ (1) 국어, 언어, 논술"
a116314,"(교육)문16-2. 사교육 경험 _ (2) 수학, 수리"
a116315,"(교육)문16-2. 일주일 사교육 시간 _ (2) 수학, 수리"
a116316,"(교육)문16-2. 가장 오래 한 사교육 종류 _ (2) 수학, 수리"
a116317,(교육)문16-3. 사교육 경험 _ (3) 영어
a116318,(교육)문16-3. 일주일 사교육 시간 _ (3) 영어
a116319,(교육)문16-3. 가장 오래 한 사교육 종류 _ (3) 영어
a116320,(교육)문16-4. 사교육 경험 _ (4) 외국어(영어 제외)
a116321,(교육)문16-4. 일주일 사교육 시간 _ (4) 외국어(영어 제외)
a116322,(교육)문16-4. 가장 오래 한 사교육 종류 _ (4) 외국어(영어 제외)
a116323,(교육)문16-5. 사교육 경험 _ (5) 과학영역
a116324,(교육)문16-5. 일주일 사교육 시간 _  (5) 과학영역
a116325,(교육)문16-5. 가장 오래 한 사교육 종류 _  (5) 과학영역
a116326,(교육)문16-6. 사교육 경험 _ (6) 사회영역
a116327,(교육)문16-6. 일주일 사교육 시간 _  (6) 사회영역
a116328,(교육)문16-6. 가장 오래 한 사교육 종류 _  (6) 사회영역
a116329,(교육)문16-7. 사교육 경험 _ (7) 예체능(진학)
a116330,(교육)문16-7. 일주일 사교육 시간 _  (7) 예체능(진학)
a116331,(교육)문16-7. 가장 오래 한 사교육 종류 _  (7) 예체능(진학)
a116332,(교육)문16-8. 사교육 경험 _ (8) 기타 취미/교양
a116333,(교육)문16-8. 일주일 사교육 시간 _   (8) 기타 취미/교양
a116334,(교육)문16-8. 가장 오래 한 사교육 종류 _   (8) 기타 취미/교양
a116335,(교육)문16-9. 사교육 경험 _ (9) 직업교육
a116336,(교육)문16-9. 일주일 사교육 시간 _   (9) 직업교육
a116337,(교육)문16-9. 가장 오래 한 사교육 종류 _  (9) 직업교육
a116338,(교육)문17. 학원 등의 사교육이 성적 및 능력향상에 도움 주었는지 여부
a116339,(교육)문18. 학원 등의 사교육 시간이나 과목을 늘리고 싶은지 여부
a116340,(교육)문18-1. 지금보다 더 늘이고 싶은 이유
a116341,(교육)문18-2. 지금보다 줄이고 싶은 이유
a116342,"(교육)문19. 사교육을 받고 싶었지만, 경제적 부담으로 그만둔 경험"
a116343,(교육)문20. 학교에서의 자신의 현재 성적
a116344,(교육)문21. 학교에서 본인이 달성 가능한 성적
a116401,(교육)문22. 대학(전문대 포함)다녔는지 여부
a116402,(교육)문22-1. 대학을 중퇴한 이유
a116403,(교육)문23. 다닌 대학의 만족도
a116404,(교육)문24. 대학과 전공 중 우선 선택
a116405,(교육)문25. 다닌 대학이 원하던 학교인지 여부
a116406,(교육)문25-1. 원하던 대학에 가지 못했던 이유
a116407,(교육)문26. 전공 선택 본인 여부
a116408,(교육)문26-1. 전공 선택 시 우선 고려한 사항
a116409,(교육)문27. 대학 전체 평균 성적
a116410,(교육)문28. 현 시점의 전공 만족도
a116411,(교육)문28-1. 전공에 만족하지 않는 이유
a116421,(교육)문29-1. 재학 시 많은 친구를 사귀었다
a116422,(교육)문29-2. 재학 시 학교의 평판이 좋았다
a116423,(교육)문29-3. 재학 중에 진로에 대한 정보 탐색을 많이 하였다
a116424,(교육)문29-4. 대학의 전공과목이 직장생활에 도움이 되었다
a116425,(교육)문29-5. 대학의 교양과목이 직장생활에 도움이 되었다
a116431,(교육)문30. 대학 재학시 등록금 충당 방법
a116432,(교육)문31. 학자금 융자 받았는지 여부
a116441,(교육)문32-1. 장학금 _ (1) 성적 우수 장학금
a116442,(교육)문32-2. 장학금 _ (2) 가계곤란 장학금
a116443,(교육)문32-3. 장학금 _ (3) 근로 장학금
a116444,(교육)문32-4. 장학금 _  (4) 그 외 장학금
a116451,(교육)문33. 대학 재학 시 하루 평균 혼자서 학습한 시간
a116452,(교육)문33. 대학 재학 시 하루 평균 수면시간
a116453,(교육)문34. 대학 재학 중 공무원/공사/임용고시 시험 준비 경험
a116454,(교육)문35. 등록금 이외 추가적인 비용으로 외국어 학습을 위한 사교육 경험
a116455,(교육)문36. 등록금 이외 추가적인 비용으로 취업을 위한 사교육 경험
a116456,(교육)문37. 대학 때 1개월 이상 해외 체류 경험여부
a116501,(교육)문38-1. 많은 친구를 사귀고 있다
a116502,(교육)문38-2. 학교의 평판이 좋다
a116503,(교육)문38-3. 재학 중에 진로에 대한 정보 탐색을 많이 하고 있다
a116504,(교육)문38-4. 대학의 전공과목이 직장생활에 도움이 될 것이다
a116505,(교육)문38-5. 대학의 교양과목이 직장생활에 도움이 될 것이다
a116511,(교육)문39-1. 등록금 충당방법 _ 부모 혹은 다른 가족
a116512,(교육)문39-2. 등록금 충당방법 _ 자신의 소득이나 저축
a116513,(교육)문39-3. 등록금 충당방법 _ 장학금
a116514,(교육)문39-4. 등록금 충당방법 _ 학자금 융자
a116515,(교육)문39-5. 등록금 충당방법 _ 기타
a116521,(교육)문40-1. 장학금_ 1) 성적 우수 장학금
a116522,(교육)문40-2. 장학금_ (2) 가계곤란 장학금
a116523,(교육)문40-3. 장학금_ (3) 근로 장학금
a116524,(교육)문40-4. 장학금_ (4) 그 외 장학금
a116531,(교육)문41. 학비지원제도를 미리 알았을 경우 다른 대학/ 전공 선택 가능성
a116532,(교육)문42. 학교 강의 이외에 하루 평균 혼자서 학습한 시간
a116533,(교육)문42. 하루 평균 수면시간
a116534,(교육)문43. 대학 때 1개월 이상 해외 체류 경험여부
a116541,(교육)문44-1. (1) 현재 공무원 시험 준비를 하고 있거나 한 적이 있다
a116542,(교육)문44-2. (2) 현재 교원임용 시험 준비를 하고 있거나 한 적이 있다
a116543,(교육)문44-3. (3) 현재 대학원 시험 준비를 하고 있거나 한 적이 있다
a116544,(교육)문44-4. (4) 외국에 학원에 다니거나 혼자서 외국어 공부를 하고 있다
a116545,(교육)문44-5. (5) 취업 준비를 위한 학원에 다니거나 직업훈련을 받고 있다.
a116546,(교육)문44-6. (6) 동아리에 참여하고 있거나 한 적이 있다
a116547,(교육)문44-7. (7) 학교가 취업 지원 활동을 활발히 해 주고 있다
a116548,(교육)문44-8. (8) 학교의 취업 지원 활동에 참여하고 있다
a116551,(교육)문45. 강의시간 외에 가장 많은 시간을 할애하는 활동 - 1 순위
a116552,(교육)문45. 강의시간 외에 가장 많은 시간을 할애하는 활동 - 2 순위
a116601,(교육)문46. 중/고등학교에 재학 중인 자녀 유무
a116602,(교육)문46. 중/고등학교에 재학 중인 자녀 명수
a116603,(교육)문47. 자녀(들)과의 대화 정도
a116604,(교육)문48. 자녀 교육을 위한 이민/해외 유학 고려해 본적 있는지 여부
a116605,(교육)문49. 자녀들을 가정/대안 학교에 보내는 것을 생각해 본 적이 있는지 여부
a116606,"(교육)문50. 자녀 교육을 위해(좋은 학교나 학군, 대도시) 이사한 경험"
a116607,(교육)문50. 이사한 회수
a116611,(교육)문51. 첫째 자녀 학교 만족도
a116612,(교육)문52. 첫째 자녀 현재 성적
a116613,(교육)문53. 첫째 자녀 기대성적
a116621,(교육)문51. 둘째 자녀 학교 만족도
a116622,(교육)문52. 둘째 자녀 현재성적
a116623,(교육)문53. 둘째 자녀 기대성적
a116631,(교육)문51. 셋째 자녀 학교 만족도
a116632,(교육)문52. 셋째 자녀 현재성적
a116633,(교육)문53. 셋째 자녀 기대성적
a116641,(교육)문51. 넷째 자녀 학교 만족도
a116642,(교육)문52. 넷째 자녀 현재성적
a116643,(교육)문53. 넷째 자녀 기대성적
a116651,(교육)문51. 다섯째 자녀 학교 만족도
a116652,(교육)문52. 다섯째 자녀 현재성적
a116653,(교육)문53. 다섯째 자녀 기대성적
a116661,(교육)문54. 성별
a116711,(교육)문55. 군복무 경험
a116712,(교육)문55-1. 군복무를 안 한 이유
a116713,(교육)문56. 군복무 시기
a116714,(교육)문57. 군 입대 시기 _ 년
a116715,(교육)문57. 군 입대 시기 _ 월
a116716,(교육)문57. 복무기간 _ 년
a116717,(교육)문57. 복무기간 _ 월
a116718,(교육)문58. 군 복무 기간 중 취득한 자격증 유무
a116719,(교육)문59. 군 복무 경험이 현재 하고 있는 일에 도움 정도
version,21차년도 release 자료
