vname,lname
a041132,(건강)운동 빈도
a041133,(건강)1회평균 운동시간(분)
a041141,(건강)건강유지법 1
a041142,(건강)건강유지법 2
a041501,(건강)본인이 타인으로부터 도움 받는
a041502,(건강)도움 주는사람
a041503,(건강) 하루 평균 도움받는 시간
a041504,(건강) 일주일 평균 도움받는 날수
a041505,(건강)비용지불여부
a041506,(건강)월평균 지불비용(만)
a041511,(건강)본인이 동거가족에게 도움 주는
a041512,(건강)도움 주는사람
a041513,(건강) 하루 평균 도움주는 시간
a041514,(건강) 일주일 평균 도움주는 시간
a041521,(건강)본인이 비동거 가족에게 도움
a041522,(건강)도움 주는사람
a041523,(건강) 하루 평균 도움주는 시간
a041524,(건강) 일주일 평균 도움주는 시간
a041601,(건강)일자리 보유여부
a041611,(건강)최근 1년간 자신이나 배우자 출
a041612,(건강)일하지 못한 기간(일)
a041613,(건강)출산휴가 받았는지 여부
a041621,(건강)최근 1개월간 자신의 건강상 문
a041622,(건강)일하지 못한 기간(일)
a041623,(건강)일하지 못한 기간 급여
a041624,(건강)평소대비 급여(%)
a041631,(건강)최근 1년간 자신의 건강상 문제
a041632,(건강)일하지 못한 기간(일)
a041633,(건강)일하지 못한 기간 급여
a041634,(건강)평소대비 급여(%)
a041641,(건강)최근 1년간 동거가족의 건강상
a041642,(건강)일하지 못한 기간(일)
a041643,(건강)최근 1년간 비동거가족의 건강
a041644,(건강)일하지 못한 기간(일)
a041701,(건강)45세 미만/이상 여부
a041702,(건강)현재 상태
a041703,(건강)은퇴계획
a041704,(건강)은퇴예상시기
a041705,(건강)정년여부
a041706,(건강)정년
a041711,(건강)계획 - 1.노후 생계비 문제
a041712,(건강)계획 - 2.건강관리
a041713,(건강)계획 - 3.여가활동
a041714,(건강)계획 - 4.가족관계
a041715,(건강)계획 - 5.친지/친척 관계
a041716,(건강)계획 - 6.사회활동
a041721,(건강)은퇴시기(년)
a041722,(건강)은퇴시기(세)
a041723,(건강)은퇴이유
a041731,(건강)은퇴당시 자산 보유 여부
a041732,(건강)은퇴당시 금융 자산(만)
a041733,(건강)은퇴당시 부동산 자산(만)
a041741,(건강)은퇴 프로그램
a041742,(건강)은퇴 프로그램 참여 경험
a041743,(건강)타기관 은퇴 프로그램 참여
a041751,(건강)동의정도 - 1.경제적인 어려움
a041752,(건강)동의정도 - 2.건강이 좋아졌다
a041753,(건강)동의정도 - 3.할일이 없어 시간
a041754,(건강)동의정도 - 4.가족 내에서 지위
a041755,(건강)동의정도 - 5.사회적으로 인정
a041756,(건강)동의정도 - 6.직업인으로서의
a041757,(건강)동의정도 - 7.친구들과의 관계
a041758,(건강)동의정도 - 8.이웃이나 지역사
a041761,(건강)생활비 조달경로 1
a041762,(건강)생활비 조달경로 2
a041763,(건강)생활비 조달경로 3
a041771,(건강)퇴직 희망여부
a041772,(건강)퇴직 희망나이
version,21차년도 release 자료
