vname,lname
a199206, (청년) 문7-1. 취업 준비 졸업유예기간부터 시작(월) 
a199207, (청년) 문7-1. 취업 준비 졸업하고 시작(년) 
a199208, (청년) 문7-1. 취업 준비 졸업하고 시작(월) 
a199209, (청년) 문7-2. 입사지원서 제출 여부 
a199210, (청년) 문7-2. 입사지원서 제출 횟수 
a199211, (청년) 문7-3. 면접 여부 
a199212, (청년) 문7-3. 면접 횟수 
a199213, (청년) 문7-4. 창업 준비 여부 
a199214, (청년) 문7-5. 창업 준비 이유 
a199215, (청년) 문7-6. 창업을 준비 시 어려웠던 점 
a199216, (청년) 문8. (취업준비) (1) 외국어 능력 개발 - 여부  
a199217, (청년) 문8. (취업준비) (1) 외국어 능력 개발 - 기간(개월) 
a199218, (청년) 문8. (취업준비) (1) 외국어 능력 개발 - 비용 여부 
a199219, (청년) 문8. (취업준비) (1) 외국어 능력 개발 - 비용(만원) 
a199220, (청년) 문8. (취업준비) (2) 해외 어학연수 준비 및 연수 - 여부 
a199221, (청년) 문8. (취업준비) (2) 해외 어학연수 준비 및 연수 - 기간(개월) 
a199222, (청년) 문8. (취업준비) (2) 해외 어학연수 준비 및 연수 - 비용 여부 
a199223, (청년) 문8. (취업준비) (2) 해외 어학연수 준비 및 연수 - 비용(만원) 
a199224," (청년) 문8. (취업준비) (3) IT, 컴퓨터 관련 교육과정 수강 - 여부  "
a199225," (청년) 문8. (취업준비) (3) IT, 컴퓨터 관련 교육과정 수강 - 기간(개월)  "
a199226," (청년) 문8. (취업준비) (3) IT, 컴퓨터 관련 교육과정 수강 - 비용 여부  "
a199227," (청년) 문8. (취업준비) (3) IT, 컴퓨터 관련 교육과정 수강 - 비용(만원) "
a199228, (청년) 문8. (취업준비) (4) 각종 자격증 취득 - 여부  
a199229, (청년) 문8. (취업준비) (4) 각종 자격증 취득 - 기간(개월)  
a199230, (청년) 문8. (취업준비) (4) 각종 자격증 취득 - 비용 여부  
a199231, (청년) 문8. (취업준비) (4) 각종 자격증 취득 - 비용(만원)  
a199232, (청년) 문8. (취업준비) (5) 공모전 참가 - 여부  
a199233, (청년) 문8. (취업준비) (5) 공모전 참가 - 기간(개월)  
a199234, (청년) 문8. (취업준비) (5) 공모전 참가 - 비용 여부 
a199235, (청년) 문8. (취업준비) (5) 공모전 참가 - 비용(만원) 
a199236, (청년) 문8. (취업준비) (6) 취업관련 정보 수집 - 여부  
a199237, (청년) 문8. (취업준비) (6) 취업관련 정보 수집 - 기간(개월) 
a199238, (청년) 문8. (취업준비) (6) 취업관련 정보 수집 - 비용 여부  
a199239, (청년) 문8. (취업준비) (6) 취업관련 정보 수집 - 비용(만원)  
a199240, (청년) 문8. (취업준비) (7) 입사 면접 준비 - 여부  
a199241, (청년) 문8. (취업준비) (7) 입사 면접 준비 - 기간(개월)  
a199242, (청년) 문8. (취업준비) (7) 입사 면접 준비 - 비용 여부  
a199243, (청년) 문8. (취업준비) (7) 입사 면접 준비 - 비용(만원) 
a199244, (청년) 문8. (취업준비) (8) 국내외 현장실습 및 인턴십 - 여부  
a199245, (청년) 문8. (취업준비) (8) 국내외 현장실습 및 인턴십 - 기간(개월) 
a199246, (청년) 문8. (취업준비) (8) 국내외 현장실습 및 인턴십 - 비용 여부 
a199247, (청년) 문8. (취업준비) (8) 국내외 현장실습 및 인턴십 - 비용(만원) 
a199248, (청년) 문8. (취업준비) (9) 창업준비 - 여부  
a199249, (청년) 문8. (취업준비) (9) 창업준비 - 기간(개월)  
a199250, (청년) 문8. (취업준비) (9) 창업준비 - 비용 여부 
a199251, (청년) 문8. (취업준비) (9) 창업준비 - 비용(만원) 
a199252, (청년) 문8. (취업준비) (10) 외모 관리 - 여부  
a199253, (청년) 문8. (취업준비) (10) 외모 관리 - 기간(개월)  
a199254, (청년) 문8. (취업준비) (10) 외모 관리 - 비용 여부 
a199255, (청년) 문8. (취업준비) (10) 외모 관리 - 비용(만원)  
a199256, (청년) 문8. (취업준비) (11) 기타 - 여부  
a199257, (청년) 문8. (취업준비) (11) 기타 - 여부 (문8.에서 기타를 선택한 경우)  
a199258, (청년) 문8. (취업준비) (11) 기타 - 기간(개월) 
a199259, (청년) 문8. (취업준비) (11) 기타 - 비용 여부  
a199260, (청년) 문8. (취업준비) (11) 기타 - 비용(만원) 
a199261," (청년) 문9. 공무원, 공공기관, 교원임용고시 등 준비 경험 "
a199262," (청년) 문9-1. (1) 고시(행정고시, 사법고시, 기술고시 등)  준비 경험 "
a199263," (청년) 문9-1. (1) 고시(행정고시, 사법고시, 기술고시 등)  시험 합격 여부 "
a199264, (청년) 문9-1. (2) 9급 공무원 시험  준비 경험 
a199265, (청년) 문9-1. (2) 9급 공무원 시험  시험 합격 여부 
a199266, (청년) 문9-1. (3) 7급 공무원 시험  준비 경험 
a199267, (청년) 문9-1. (3) 7급 공무원 시험  시험 합격 여부 
a199268, (청년) 문9-1. (4) 교원임용고시  준비 경험 
a199269, (청년) 문9-1. (4) 교원임용고시  시험 합격 여부 
a199270," (청년) 문9-1. (5) 공단, 공사 등 공기업 시험  준비 경험 "
a199271," (청년) 문9-1. (5) 공단, 공사 등 공기업 시험  시험 합격 여부 "
a199272," (청년) 문9-1. (6) 경찰, 소방공무원 시험  준비 경험 "
a199273," (청년) 문9-1. (6) 경찰, 소방공무원 시험  시험 합격 여부 "
a199274, (청년) 문9-1. (7) 기타  준비 경험 
a199275," (청년) 문10. 세무사, 회계사, 법무사, 공인노무사, 사회복지사, 공인중개사 등 국가"
a199276, (청년) 문10-1. (1) 세무사  자격증 경험 
a199277, (청년) 문10-1. (1) 세무사  자격증 취득여부 
a199278, (청년) 문10-1. (2) 회계사  자격증 경험 
a199279, (청년) 문10-1. (2) 회계사  자격증 취득여부 
a199280, (청년) 문10-1. (3) 법무사  자격증 경험 
a199281, (청년) 문10-1. (4) 공인노무사  자격증 경험 
a199282, (청년) 문10-1. (4) 공인노무사  자격증 취득여부 
a199283, (청년) 문10-1. (5) 사회복지사 1급  자격증 경험 
a199284, (청년) 문10-1. (5) 사회복지사 1급  자격증 취득여부 
a199285, (청년) 문10-1. (6) 공인중개사  자격증 경험 
a199286, (청년) 문10-1. (6) 공인중개사  자격증 취득여부 
a199287, (청년) 문10-1. (7) 변리사  자격증 경험 
a199288, (청년) 문10-1. (7) 변리사  자격증 취득여부 
a199289, (청년) 문10-1. (8) 감정평가사  자격증 경험 
a199290, (청년) 문10-1. (8) 감정평가사  자격증 취득여부 
a199291, (청년) 문10-1. (9) 경영지도사  자격증 경험 
a199292, (청년) 문10-1. (10) 기타  자격증 경험 
a199293, (청년) 문10-1. (10) 기타 기타 : 
a199294, (청년) 문10-1. (10) 기타  자격증 취득여부 
a199301, (청년) 문11. 취업여부 
a199302, (청년) 문11-1. 이직 고려 여부 
a199303, (청년) 문11-1-1. 이직 고려 이유 
a199304, (청년) 문12. 중소기업 취업 의사 
a199305, (청년) 문12-1. 중소기업 취업지원 프로그램 참여 의사 
a199306, (청년) 문13. 해외취업 의사 
a199307, (청년) 문13-1. 해외취업지원 프로그램 참여 의사 
a199308, (청년) 문14. 직업훈련을 받을 의사가 있습니까? 
a199309, (청년) 문14-1. 직업훈련 및 직장체험 프로그램 참여 의사 
a199310, (청년) 문15. 창업 의사 
a199311, (청년) 문15-1. 창업지원 프로그램 
a199312, (청년) 문16. 시간제 일자리 취업 의사 
a199313, (청년) 문17. 희망 직업(창업 포함) 결정 여부 
a199314, (청년) (희망)업종: 2007코드(표준산업분류 9차) 
a199315, (청년) (희망)업종: 2000코드(표준산업분류 8차) 
a199316, (청년) (희망)직종: 2007코드(표준직업분류 6차) 
a199317, (청년) (희망)직종: 2000코드(표준직업분류 5차) 
a199318, (청년) 문17-2. 희망 직업 가능 여부 
a199319, (청년) 문18. 희망 일자리 고용형태 
a199320, (청년) 문18-1. 희망 일자리 규모 
a199321, (청년) 문19. 희망 일자리 월평균 또는 연평균(연봉) 여부 
a199322, (청년) 문19. 희망 일자리 수입(월평균) 
a199323, (청년) 문19. 희망 일자리 수입(연평균(연봉)) 
a199324, (청년) 문20. 취업 시 중요 고려사항 
a199325, (청년) 문21. 취업 시 포기 항목 
a199401, (청년) (첫일자리) 문22. 취업여부 
a199402, (청년) (첫일자리) 문22-1. 일자리 개수 
a199403, (청년) (첫일자리) 문24. 취업시기(년) 
a199404, (청년) (첫일자리) 문24. 취업시기(월) 
a199405, (청년) (첫일자리) 업종: 2007코드(표준산업분류 9차) 
a199406, (청년) (첫일자리) 업종: 2000코드(표준산업분류 8차) 
a199407, (청년) (첫일자리) 직종: 2007코드(표준직업분류 6차) 
a199408, (청년) (첫일자리) 직종: 2000코드(표준직업분류 5차) 
a199409, (청년) (첫일자리) 문27. 종사상 지위 
a199410, (청년) (첫일자리) 문28. 근무형태(시간제/전일제) 
a199411, (청년) (첫일자리) 문29. 기업형태 
a199412, (청년) (첫일자리) 문30. 종업원 유무 
a199413, (청년) (첫일자리) 문30. 전체 종업원수(명) 
a199414, (청년) (첫일자리) 문30-1. 전체 종업원수(범주) 
a199415, (청년) (첫일자리) 문31. 세후 월평균임금(만원) 
a199416, (청년) (첫일자리) 문32. 근무시간(일주일 평균/ 시간) 
a199417, (청년) (첫일자리) 문33. 전공분야와 업무내용 일치 정도 
a199418, (청년) (첫일자리) 문34. 업무와 교육정도 
a199419, (청년) (첫일자리) 문35. 학교 졸업/중퇴/휴학하기 전 희망하던 직업 여부 
a199420, (청년) (첫일자리)(희망)직종: 2007코드(표준직업분류 6차) 
a199421, (청년) (첫일자리)(희망)직종: 2000코드(표준직업분류 5차) 
a199422, (청년) (첫일자리) 문36. 현재 취업여부 
a199423, (청년) (첫일자리) 문37. 퇴직 사유 
a199424, (청년) (첫일자리) 문37-1. 퇴직시기(년) 
a199425, (청년) (첫일자리) 문37-1. 퇴직시기(월) 
a199426, (청년) (첫일자리) 문37-1. 퇴직시기(일) 
a199501,(취업)문2.지난 1주 주요활동
a199503, (청년) 문38. 현재상태 지속 정도 
a199504, (청년) 문39. 지난 1개월간 구직 여부 
a199505, (청년) 문40. 지난주 일자리 희망 여부 
a199506, (청년) 문41. 지난주 취업가능 여부 
a199507, (청년) 문42. 지난 1개월이내 비구직 이유 
a199508, (청년) 문43. 외출 하지 않고 집에만 있었던 적 여부 
a199509, (청년) 문43-1. 외출 하지 않고 가장 오랫동안 집에서만 지낸 기간(년) 
a199510, (청년) 문43-1. 외출 하지 않고 가장 오랫동안 집에서만 지낸 기간(월) 
a199511, (청년) 문43-1. 외출 하지 않고 가장 오랫동안 집에서만 지낸 기간(일) 
a199512, (청년) 문44. 부모님과 대화와 활동 (1) 대화 
a199513, (청년) 문44. 부모님과 대화와 활동 (2) 함께 저녁식사(외식 포함) 
a199514, (청년) 문44. 부모님과 대화와 활동 (3) 함께 여가 활동 
a199515," (청년) 문45. 평균 수면 시간 - 취침시간 (오전, 오후, 새벽) "
a199516, (청년) 문45. 평균 수면 시간 - 취침시간 ____시 
a199517," (청년) 문45. 평균 수면 시간 - 기상시간 (오전, 오후, 새벽) "
a199518, (청년) 문45. 평균 수면 시간 - 기상시간 ____시 
a199601, (청년) 문46. 정부 청년층 고용대책 관심 정도 
a199602, (청년) 문46-1. 정부 청년층 고용대책 관심 없는 이유 
a199603, (청년) 문46-2. 정부 청년층 고용대책 지식 수준 
a199604, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (1) 취업 지원 - 1-1. _
a199605, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (1) 취업 지원 - 1-1. 취_
a199606, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (1) 취업 지원 - 1
a199607, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (1) 취업 지원 - 1-2. _
a199608, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (1) 취업 지원 - 1-2. 취_
a199609, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (1) 취업 지원 - 1
a199610, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (1) 취업 지원 - 1-3. _
a199611, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (1) 취업 지원 - 1-3. 고_
a199612, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (1) 취업 지원 - 1
a199613, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (1) 취업 지원 - 1-4. _
a199614, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (1) 취업 지원 - 1-4. 취_
a199615, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (1) 취업 지원 - 1
a199616, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (2) 교육 훈련 및 인력 
a199617, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (2) 교육 훈련 및 인력 양
a199618, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (2) 교육 훈련 및 
a199619, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (2) 교육 훈련 및 인력 
a199620, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (2) 교육 훈련 및 인력 양
a199621, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (2) 교육 훈련 및 
a199622, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (2) 교육 훈련 및 인력 
a199623, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (2) 교육 훈련 및 인력 양
a199624, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (2) 교육 훈련 및 
a199625, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (3) 청년취업 인턴제 
a199626, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (3) 청년취업 인턴제 
a199627, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (3) 청년취업 인턴
a199628, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (4) 해외취업지원(K-Mov
a199629, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (4) 해외취업지원(K-Move 
a199630, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (4) 해외취업지원(
a199631, (청년) 문47. (청년층 고용대책 세부 내용) - (들어본 경험) (5) 창업 지원(청년창업
a199632, (청년) 문47. (청년층 고용대책 세부 내용) - (참여 여부) (5) 창업 지원(청년창업펀
a199633, (청년) 문47. (청년층 고용대책 세부 내용) - (취업에 도움 정도) (5) 창업 지원(청_
a199634, (청년) 문48. 청년층 취업난의 주요 원인(1순위) 
a199635, (청년) 문48. 청년층 취업난의 주요 원인(2순위) 
a199636, (청년) 문49. 청년층 고용 문제 해결 방법(1순위) 
a199637, (청년) 문49. 청년층 고용 문제 해결 방법(2순위) 
a199701, (청년) 문50. 부모님(어머니 또는 아버님 한분이라도) 동거 여부 
a199702, (청년) 문51. 경제적 독립 여부 
a199703, (청년) 문52. 생활비 마련 방법 
a199704," (청년) 문53. (청년활력지수) (1) 친구, 동료 등 주변사람들과의 인간관계 "
a199705, (청년) 문53. (청년활력지수) (2) 원하는 연애 및 결혼하는 것 
a199706, (청년) 문53. (청년활력지수) (3) 원하는 일자리를 갖는 것 
a199707, (청년) 문53. (청년활력지수) (4) 내 집 마련 등 원하는 주거에서 사는 것 
a199708, (청년) 문53. (청년활력지수) (5) 아이를 낳고 키우는 것 
a199709, (청년) 문54. (한국사회에 대한 청년의 인식) (1) 우리사회는 한 번 실패해도 다시 _
a199710, (청년) 문54. (한국사회에 대한 청년의 인식) (2) 열심히 일하면 지금보다 더 나은 _
a199711, (청년) 문54. (한국사회에 대한 청년의 인식) (3) 우리사회는 노력에 따른 공정한 대
a199712, (청년) 문54. (한국사회에 대한 청년의 인식) (4) 사회적 성취에 있어 부모의 경제？
a199713, (청년) 문54. (한국사회에 대한 청년의 인식) (5) 우리사회가 이만큼 오기까지는 기_
a199714," (청년) 문54. (한국사회에 대한 청년의 인식) (6) 40-50대와 비교했을 때, 청년세대_"
a199715, (청년) 문54. (한국사회에 대한 청년의 인식) (7) 청년세대는 우리사회로부터 충분한
a199716, (청년) 문54. (한국사회에 대한 청년의 인식) (8) 우리사회는 다른 나라에 비해 청년
a199717, (청년) 문55. (자존감) (1) 대체로 나 자신에게 만족하고 있다. 
a199718, (청년) 문55. (자존감) (2) 때때로 내가 무능하다는 생각이 든다. 
a199719, (청년) 문55. (자존감) (3) 가끔 내가 아닌 다른 사람이었으면 하는 생각을 한다. 
a199720, (청년) 문55. (자존감) (4) 나를 제대로 이해해주는 사람이 없는 것 같다. 
a199721, (청년) 문55. (자존감) (5) 나에게도 몇 가지 좋은 점이 있을 것이라 믿는다. 
a199722, (청년) 문55. (자존감) (6) 내게는 자랑할 만한 점이 별로 없다. 
a199723, (청년) 문55. (자존감) (7) 때때로 내가 아주 쓸모없는 사람이라는 생각이 든다. 
a199724, (청년) 문55. (자존감) (8) 내 자신에 대한 좀 더 긍정적인 생각을 하고 싶다. 
a199725, (청년) 문55. (자존감) (9) 전반적으로 나는 실패작인 것 같다. 
a199726, (청년) 문55. (자존감) (10) 가끔 내가 불행하다는 생각이 든다. 
a199727, (청년) 문55. (자존감) (11) 나보다 똑똑한 사람이 많은 것 같다. 
a199728, (청년) 문56. (사회적 지지) (1) 주위 사람들은 내가 하는 일들에 대해 고맙게 생각_
a199729, (청년) 문56. (사회적 지지) (2) 주위 사람들이 나를 존중해 준다. 
a199730, (청년) 문56. (사회적 지지) (3) 주위 사람들이 나를 염려해 준다. 
a199731, (청년) 문56. (사회적 지지) (4) 주위 사람들이 나에게 필요한 정보와 충고를 해준다
a199732," (청년) 문56. (사회적 지지) (5) 내가 많은 일을 해야 할 때, 주위 사람들이 도와준_"
a199733," (청년) 문56. (사회적 지지) (6) 고민이나 감정 등을 털어놓고 싶을 때, 주위 사람들"
a199734, (청년) 문56. (사회적 지지) (7) 주위 사람들과 종종 다툰다. 
a199735, (청년) 문56. (사회적 지지) (8) 주위 사람들이 나의 신경을 건드린다. 
a199736, (청년) 문56. (사회적 지지) (9) 주위 사람들이 나의 생각이나 감정을 잘못 이해한다
a199737, (청년) 문56. (사회적 지지) (10) 주위 사람들이 내가 옳다고 생각하는 것과는 다른 
a199738, (청년) 문56. (사회적 지지) (11) 주위 사람들이 나를 불쾌해하거나 화난태도로 대한
version,21차년도 release 자료
