vname,lname
a188203, (장년층) 문2. 은퇴 시기(나이) 
a188204, (장년층) 문3. 은퇴 이유(1순위) 
a188205, (장년층) 문3. 은퇴 이유(2순위) 
a188206, (장년층) 문3-1. 은퇴 자발성 여부 
a188207, (장년층) 문4. 은퇴시 배우자 유무 
a188208, (장년층) 문4-1. 은퇴시 배우자의 경제활동상태 
a188209, (장년층) 문5. 은퇴 계획여부 
a188210, (장년층) 문5. 예상 은퇴 연령 
a188301, (장년층) (현재) 문6. 일자리 여부 
a188302, (장년층) (현재) 문6-1. 주된 일자리 여부 
a188303, (장년층) (현재) 문6-2. 일자리 정년 여부 
a188304, (장년층) (현재) 문6-3.  정년 연령 
a188305, (장년층) (과거 주된 일자리) 문7. 한국표준산업분류 9차 개정(2007코드) 
a188306, (장년층) (과거 주된 일자리) 문7. 한국표준산업분류 8차 개정(2000코드) 
a188307, (장년층) (과거 주된 일자리) 문8. 한국표준직업분류 6차개정(2007코드) 
a188308, (장년층) (과거 주된 일자리) 문8. 한국표준직업준류 5차개정(2000코드) 
a188309, (장년층) (과거 주된 일자리) 문9. 취업시기(년) 
a188310, (장년층) (과거 주된 일자리) 문9. 취업시기(월) 
a188311, (장년층) (과거 주된 일자리) 문9. 퇴직시기(년) 
a188312, (장년층) (과거 주된 일자리) 문9. 퇴직시기(월) 
a188313, (장년층) (과거 주된 일자리) 문10. 종사상 지위 
a188314, (장년층) (과거 주된 일자리) 문10-1. 근로시간형태(시간제/전일제) 
a188315, (장년층) (과거 주된 일자리) 문11. 사업장 종업원수 
a188316, (장년층) (과거 주된 일자리) 문12. 주당 근로시간 (시간) 
a188317, (장년층) (과거 주된 일자리) 문12. 주당 근로일수(일) 
a188318, (장년층) (과거 주된 일자리) 문13. 월평균 임금 또는 소득(세후)(만원) 
a188319, (장년층) (과거 주된 일자리) 문14. 정년 여부 
a188320, (장년층) (과거 주된 일자리) 문14-1. 정년 연령 
a188321, (장년층) (과거 주된 일자리) 문15. 퇴직 이유 
a188322, (장년층) (과거 주된 일자리) 문15-1. 퇴직 자발성 여부 
a188401, (장년층) (과거 주된 일자리) 문16. 퇴직시 적용된 퇴직급여제도 
a188402, (장년층) (과거 주된 일자리) 문16-1. 퇴직연금 형태 
a188403, (장년층) (과거 주된 일자리) 문16-2. (1) 퇴직금( 또는 퇴직연금 일시금 수령시) - 
a188404, (장년층) (과거 주된 일자리) 문16-2. (1) 퇴직금( 또는 퇴직연금 일시금 수령시) - 
a188405, (장년층) (과거 주된 일자리) 문16-2. (1) 퇴직금( 또는 퇴직연금 일시금 수령시) - 
a188406, (장년층) (과거 주된 일자리) 문16-2. (2) 퇴직연금 - 년 
a188407, (장년층) (과거 주된 일자리) 문16-2. (2) 퇴직연금 - 월 
a188408, (장년층) (과거 주된 일자리) 문16-2. (2) 퇴직연금 - 금액 월평균______만원 
a188409, (장년층) (과거 주된 일자리) 문16-3.  퇴직금 또는 퇴직연금 사용처 
a188410, (장년층) (현재 주된 일자리) 문17. 퇴직시 적용되는 퇴직급여제도 
a188411, (장년층) (현재 주된 일자리) 문17-1. 퇴직연금 형태 선호 
a188412, (장년층) (현재 주된 일자리) 문17-2. 향후 퇴직금 또는 퇴직연금 사용 계획 
a188413, (장년층) (현재 주된 일자리) 문17-3.  퇴직금 또는 퇴직연금 수령 형태 
a188414, (장년층) (현재 주된 일자리) 문17-3.  (1) 퇴직금( 또는 퇴직연금 일시금 수령시) _
a188415, (장년층) (현재 주된 일자리) 문17-3.  (2) 퇴직연금 금액 월평균 _____________만원
a188416, (장년층) 문18. 최소한의 노후 소득이나 수입(월평균 ___________ 만원) 
a188417, (장년층) 문19. 적절한 노후 소득이나 수입(월평균 ____________ 만원) 
a188501, (장년층) (비은퇴자이면서 취업자) 문20. 퇴직 후 재취업 또는 창업 계획 
a188502, (장년층) (비은퇴자이면서 취업자) 문20-1. 퇴직후 재취업 또는 창업 준비 분야 
a188503, (장년층) (비은퇴자이면서 취업자) 문20-2. 재취업 또는 창업을 위한 기술기능지
a188504, (장년층) (비은퇴자이면서 취업자) 문20-3. 재취업 또는 창업을 위한 프로그램(1순위
a188505, (장년층) (비은퇴자이면서 취업자) 문20-3. 재취업 또는 창업을 위한 프로그램(2순위
a188506, (장년층) (비은퇴자이면서 취업자) 문20-3. 재취업 또는 창업을 위한 프로그램(3순위
a188507, (장년층) (비은퇴자이면서 미취업자) 문21. 재취업 또는 창업 준비 계획여부 
a188508, (장년층) (비은퇴자이면서 미취업자) 문21-1. 재취업 장애 요인(1순위) 
a188509, (장년층) (비은퇴자이면서 미취업자) 문21-1. 재취업 장애 요인(2순위) 
a188510, (장년층) (비은퇴자이면서 미취업자) 문21-1. 재취업 장애 요인(3순위) 
a188511, (장년층) (비은퇴자이면서 미취업자) 문21-2. 재취업 또는 창업을 위한 기술기능
a188512, (장년층) (비은퇴자이면서 미취업자) 문21-3.  재취업 또는 창업을 위한 프로그램(1_
a188513, (장년층) (비은퇴자이면서 미취업자) 문21-3.  재취업 또는 창업을 위한 프로그램(2_
a188514, (장년층) (비은퇴자이면서 미취업자) 문21-3.  재취업 또는 창업을 위한 프로그램(3_
a188515, (장년층) (은퇴자) 문22. 향후 소일거리 여부 
a188516, (장년층) (은퇴자) 문22-1. 소일거리 이유 
a188517, (장년층) 문23.  은퇴를 위한 경제적 준비 여부 
a188518, (장년층) 문23-1. 은퇴를 위한 경제적 준비 방법(1순위) 
a188519, (장년층) 문23-1. 은퇴를 위한 경제적 준비 방법(2순위) 
a188520, (장년층) 문23-1. 은퇴를 위한 경제적 준비 방법(3순위) 
a188521, (장년층) 문23-2. 은퇴를 위한 경제적 준비가 충분 여부 
a188522, (장년층) 문24. 은퇴를 위한 경제적 준비 부족 이유 
a188523, (장년층) 문24-1. 은퇴를 준비할 여력이 없는 주된 이유 
a188524, (장년층) 문25. 은퇴 후 부족한 생활비 마련 방법(1순위) 
a188525, (장년층) 문25. 은퇴 후 부족한 생활비 마련 방법(2순위) 
a188526, (장년층) 문25. 은퇴 후 부족한 생활비 마련 방법(기타) 
a188527, (장년층) 문26. 은퇴 후 최고 지출 항목 (1순위) 
a188528, (장년층) 문26. 은퇴 후 최고 지출 항목 (2순위) 
a188529, (장년층) 문26. 은퇴 후 최고 지출 항목 (3순위) 
a188530, (장년층) 문27. 은퇴 후 생활안정을 위한 정부의 지원정책 
a188531, (장년층) 문28. 은퇴 후 이사 계획 
a188532, (장년층) 문28-1. 이사를 하였거나 이사 계획이 있는 경우 그 이유 
a188601, (장년층) 문29. 자녀 유무 여부 
a188602, (장년층) 문29. 남자 자녀(명) 
a188603, (장년층) 문29. 여자 자녀(명) 
a188604, (장년층) 문30. 경제적으로 도움 받는 여부 
a188605, (장년층) (경제적으로 도움 받음) 문30-1. ⑴ 장남며느리로부터 도움 받는 여부 
a188606, (장년층) (경제적으로 도움 받음) 문30-1. ⑴ 장남며느리로부터 도움 받는 액수(월
a188607, (장년층) (경제적으로 도움 받음) 문30-1. ⑵ 그 외의 아들며느리로부터 도움 받는
a188608, (장년층) (경제적으로 도움 받음) 문30-1. ⑵ 그 외의 아들며느리로부터 도움 받는
a188609, (장년층) (경제적으로 도움 받음) 문30-1. ⑶ 딸사위로부터 도움 받는 여부 
a188610, (장년층) (경제적으로 도움 받음) 문30-1. ⑶ 딸사위로부터 도움 받는 액수(월평균
a188611, (장년층) (경제적으로 도움 받음) 문30-1. ⑷ 미혼자녀로부터 도움 받는지 여부 
a188612, (장년층) (경제적으로 도움 받음) 문30-1. ⑷ 미혼자녀로부터 도움 받는 액수(월평균
a188613, (장년층) (경제적으로 도움 받음) 문30-1. ⑸ 손자녀배우자로부터 도움 받는 여부 
a188614, (장년층) (경제적으로 도움 받음) 문30-1. ⑸ 손자녀배우자로부터 도움 받는 액수(
a188615, (장년층) (경제적으로 도움 받음) 문30-1. ⑹ 부모로부터 도움 받는 여부 
a188616, (장년층) (경제적으로 도움 받음) 문30-1. ⑹ 부모로부터 도움 받는 액수(월평균 ___
a188617, (장년층) (경제적으로 도움 받음) 문30-1. ⑺ 형제자매로부터 도움 받는 여부 
a188618, (장년층) (경제적으로 도움 받음) 문30-1. ⑺ 형제자매로부터 도움 받는 액수(월평균
a188619, (장년층) (경제적으로 도움 받음) 문30-1. ⑻ 기타 다른 사람으로부터 도움 받는 여_
a188620, (장년층) (경제적으로 도움 받음) 문30-1. ⑻ 기타 다른 사람으로부터 도움 받는 액_
a188621, (장년층) (경제적으로 도움 받음) 문30-1. ⑻ 기타 - 기타응답 
a188622, (장년층) 문30-2. 도움 받는 형태 
a188623, (장년층) 문31. 경제적으로 도움 주는 여부 
a188624, (장년층) (경제적으로 도움 줌) 문31-1. ⑴ 장남며느리에게 도움 주는 여부 
a188625, (장년층) (경제적으로 도움 줌) 문31-1. ⑴ 장남며느리에게 도움 주는 액수(월평균
a188626, (장년층) (경제적으로 도움 줌) 문31-1. ⑵ 그 외의 아들며느리에게 도움 주는 여_
a188627, (장년층) (경제적으로 도움 줌) 문31-1. ⑵ 그 외의 아들며느리에게 도움 주는 액_
a188628, (장년층) (경제적으로 도움 줌) 문31-1. ⑶ 딸사위에게 도움 주는 여부 
a188629, (장년층) (경제적으로 도움 줌) 문31-1. ⑶ 딸사위에게 도움 주는 액수(월평균 ___
a188630, (장년층) (경제적으로 도움 줌) 문31-1. ⑷ 미혼자녀에게 도움 주는 여부 
a188631, (장년층) (경제적으로 도움 줌) 문31-1. ⑷ 미혼자녀에게 도움 주는 액수(월평균 ___
a188632, (장년층) (경제적으로 도움 줌) 문31-1. ⑸ 손자녀배우자에게 도움 주는 여부 
a188633, (장년층) (경제적으로 도움 줌) 문31-1. ⑸ 손자녀배우자에게 도움 주는 액수(월평
a188634, (장년층) (경제적으로 도움 줌) 문31-1. ⑹ 부모에게 도움 주는 여부 
a188635, (장년층) (경제적으로 도움 줌) 문31-1. ⑹ 부모에게 도움 주는 액수(월평균 _______
a188636, (장년층) (경제적으로 도움 줌) 문31-1. ⑺ 형제자매에게 도움 주는 여부 
a188637, (장년층) (경제적으로 도움 줌) 문31-1. ⑺ 형제자매에게 도움 주는 액수(월평균 ___
a188638, (장년층) (경제적으로 도움 줌) 문31-1. ⑻ 기타 다른 사람에게 도움 주는 여부 
a188639, (장년층) (경제적으로 도움 줌) 문31-1. ⑻ 기타 다른 사람에게 도움 주는 액수(월평
a188640, (장년층) (경제적으로 도움 줌) 문31-1. ⑻ 기타 - 기타응답 
a188641, (장년층) 문31-2. 도움 주는 형태 
a188701," (장년층) 문32. 친구, 이웃, 친척과 교류 횟수 "
a188702, (장년층) 문33. 교양과 취미활동 시간(하루 평균 ______ 시간) 
a188703," (장년층) 문34. 종교모임이나 친목모임, 동호회 참여 횟수 "
a188704, (장년층) 문35. 특정한 단체 가입여부 
a188705, (장년층) 문35-1. 가입단체 유형(중복응답 1) 
a188706, (장년층) 문35-1. 가입단체 유형(중복응답 2) 
a188707, (장년층) 문35-1. 가입단체 유형(중복응답 3) 
a188708, (장년층) 문35-1. 가입단체 유형(중복응답 4) 
a188709, (장년층) 문35-1. 가입단체 유형(중복응답 5) 
a188710, (장년층) 문36. 지난 2주 동안 하루라도 아파서 쉬어야 했던 경험 
a188711, (장년층) 문36-1. 아파서 쉰 기간( 총 ____  일) 
a188712," (장년층) 문37. 40대 이후 질병, 장애 등으로 3개월 이상 활동에 지장이 있었던 여부"
a188713, (장년층) 문37-1. 3개월 이상 활동 제한 시기(40대) 
a188714, (장년층) 문37-1. 3개월 이상 활동 제한 시기(50대) 
a188715, (장년층) 문37-1. 3개월 이상 활동 제한 시기(60대) 
a188716, (장년층) 문37-1. 3개월 이상 활동 제한 시기(70대) 
a188717, (장년층) 문37-2. 활동 제한 원인 
p180331, (장년층) (현재 주된 일자리) 한국표준산업분류 9차 개정(2007코드) 
p180330, (장년층) (현재 주된 일자리) 한국표준산업분류 8차 개정(2000코드) 
p180333, (장년층) (현재 주된 일자리) 한국표준직업분류 6차개정(2007코드) 
p180332, (장년층) (현재 주된 일자리) 한국표준직업준류 5차개정(2000코드) 
p180301, (장년층) (현재 주된 일자리) 취업시기(년) 
p180302, (장년층) (현재 주된 일자리) 취업시기(월) 
p180314, (장년층) (현재 주된 일자리) 종사상 지위 
p180315, (장년층) (현재 주된 일자리) 근로시간형태(시간제/전일제) 
p180402, (장년층) (현재 주된 일자리) 전체 종업원수(명) 
p180403, (장년층) (현재 주된 일자리) 전체 종업원수(범주)(정확한 인원을 모를 경우) 
p180405, (장년층) (현재 주된 일자리) (임금근로자) 사업장 종업원수(명) 
p180406, (장년층) (현재 주된 일자리) (임금근로자) 사업장 종업원수(범주)(정확한 인원을 모
p180407, (장년층) (현재 주된 일자리) (비임금근로자) 무급가족종사자수(명) 
p181004, (장년층) (현재 주된 일자리) (임금근로자) 주당 근로시간 (시간) 
p181005, (장년층) (현재 주된 일자리) (임금근로자) 주당 근로일수(일) 
p181031, (장년층) (현재 주된 일자리) (비임금근로자) 주당 근로시간 (시간) 
p181032, (장년층) (현재 주된 일자리) (비임금근로자) 주당 근로일수(일) 
p181642, (장년층) (현재 주된 일자리) (임금근로자) 월평균 임금(세후)(만원) 
p181672, (장년층) (현재 주된 일자리) (비임금근로자) 월평균 소득(세후)(만원) 
p185501, (장년층) 혼인상태
